method,noise_abs,experiment,k1,k2,relative_error,logdet_fim,trace_inv_fim,converged
Random,1.0e-5,3,1821.365040792999,2280.8350054470807,0.4905984408089978,-15.0739642842427,38566.04973556164,true
Random,1.0e-5,4,2365.3349504258895,3058.2806146735857,0.3334931232892352,-13.470022108445061,11346.178847747087,true
Random,1.0e-5,5,2555.0822848517028,3301.655775918409,0.28369613248914183,-13.112879152149153,8616.647651602405,true
Random,1.0e-5,6,3068.369455609906,4004.99039239219,0.1646929316235987,-12.08745432602652,4740.711009603436,true
Random,1.0e-5,7,3100.3195578144805,4004.5552918699664,0.1590445740129902,-11.910833402588167,4734.595781904434,true
FIM,1.0e-5,1,3000.0,3000.0,0.25,-18.206910382468802,1.0000807533800972e6,false
FIM,1.0e-5,2,3000.0,3000.0,0.25,-12.365642835354759,4103.878066656648,false
FIM,1.0e-5,3,2585.9511434427127,3589.437026504223,0.2602940719129439,-11.682287681565885,3172.726417700437,true
FIM,1.0e-5,4,2257.63075505941,3227.8098917995435,0.3369035539344622,-11.134600912906365,2191.7700490142324,true
FIM,1.0e-5,5,2319.0922202258203,3293.4833591758947,0.32232634510048297,-10.836391142354877,1888.9699504665757,true
FIM,1.0e-5,6,2255.840964595199,3172.969542793262,0.3412326056890937,-10.612407277677683,1730.1866388972921,true
FIM,1.0e-5,7,2423.596683210199,3368.5417762531642,0.30019716986941447,-10.398940685073303,1506.6901782870718,true
GIM,1.0e-5,1,3000.0,3000.0,0.25,-18.206910382468802,1.0000807533800972e6,false
GIM,1.0e-5,2,3000.0,3000.0,0.25,-12.365642835354759,4103.878066656648,false
GIM,1.0e-5,3,2590.013966949041,3586.9699661969353,0.2597266846021831,-11.682287681565885,3172.726417700437,true
GIM,1.0e-5,4,2250.9277278519003,3217.8579084600174,0.33870156778109317,-11.134600912906365,2191.7700490142324,true
GIM,1.0e-5,5,2308.370430210541,3275.944400057121,0.32528195044812236,-10.836391142354877,1888.9699504665757,true
GIM,1.0e-5,6,2248.3049962849122,3155.4291760418646,0.3437720566888092,-10.612407277677683,1730.1866388972921,true
GIM,1.0e-5,7,2422.0906376111475,3373.7148349562635,0.3001057659324175,-10.398940685073303,1506.6901782870718,true
Random,0.0001,1,3000.0,3000.0,0.25,-24.811080262285255,1.0596094682875504e6,false
Random,0.0001,2,3000.0,3000.0,0.25,-23.10644195422889,929323.8099190054,false
Random,0.0001,3,1591.0121250590753,1777.6902914282725,0.5793822955965837,-22.70480274935111,809123.0426176727,true
Random,0.0001,4,2175.3335973267067,2738.9561775766847,0.39209529306967833,-21.92414210930561,539211.6384566325,true
Random,0.0001,5,2586.861322417138,3335.2189678622576,0.2760714775408468,-21.703771436369173,469061.9561349938,true
Random,0.0001,6,2967.724821464927,3878.2185564927727,0.18374768401621422,-20.91180376322895,324653.29897609795,true
Random,0.0001,7,3232.5261383215798,4137.476456231101,0.13783095447610916,-20.735786167932343,324045.96786252444,true
FIM,0.0001,1,3000.0,3000.0,0.25,-22.804117771177346,1.0080112911009851e6,false
FIM,0.0001,2,3000.0,3000.0,0.25,-21.233398790966113,294645.63842294225,false
FIM,0.0001,3,2190.0723729158694,3030.782209251616,0.36294029903284236,-20.760675951517683,237760.2915612014,true
FIM,0.0001,4,2148.0266958624875,3064.6648417713027,0.3667704057656812,-20.148013083641196,181112.90077460773,true
FIM,0.0001,5,2473.6118767136563,3449.3940033384106,0.2868485917294451,-19.901141097495085,156097.86024925366,true
FIM,0.0001,6,2529.9828791915656,3489.2221625554043,0.27510477178559267,-19.74708378761076,142662.35940621182,true
FIM,0.0001,7,2376.462392109541,3303.614965453318,0.31229125430914134,-19.53438921561351,131838.5106280828,true
GIM,0.0001,1,3000.0,3000.0,0.25,-22.804117771177346,1.0080112911009851e6,false
GIM,0.0001,2,3000.0,3000.0,0.25,-21.233398790966113,294645.63842294225,false
GIM,0.0001,3,2045.8440122811012,2896.967631281699,0.39668178488784983,-20.760675951517683,237760.2915612014,true
GIM,0.0001,4,2238.1537441446053,3162.684712476102,0.34483687810293456,-20.148013083641196,181112.90077460773,true
GIM,0.0001,5,2341.0215993382035,3308.3046936016863,0.31773867656632493,-19.901141097495085,156097.86024925366,true
GIM,0.0001,6,2563.320939101509,3585.3364001954,0.264338361824568,-19.68049764639272,143381.1886702257,true
GIM,0.0001,7,2388.8396026713467,3265.9240251227357,0.31298489194828905,-19.469967872862263,131640.75689249372,true
Random,0.001,1,3000.0,3000.0,0.25,-27.48453523509327,1.863737927506742e6,false
Random,0.001,2,3000.0,3000.0,0.25,-27.022278260889937,1.5436252349133804e6,false
Random,0.001,3,2007.046689735024,2652.987506708715,0.4252317586467896,-26.889957606616782,1.4753049777229456e6,true
Random,0.001,4,2154.0275754307104,2982.906833206835,0.37257938341243013,-26.669138372517274,1.3768350518247255e6,true
Random,0.001,5,5051.012202523164,5183.298989446091,0.27977798945529625,-26.615946843257206,1.3551219806580422e6,true
Random,0.001,6,6090.880783888823,6378.604906503073,0.5598421583824998,-26.316032546473593,1.2534345698204595e6,true
Random,0.001,7,1795.6076186737373,2881.9511856050426,0.436941748199175,-26.184809361429487,1.219719016028042e6,true
FIM,0.001,1,3000.0,3000.0,0.25,-26.82533205416198,1.4467799614785365e6,false
FIM,0.001,2,3000.0,3000.0,0.25,-26.477703345958304,1.3151702503271634e6,false
FIM,0.001,3,3778.596760923905,4548.619027047171,0.1045828366522757,-26.2437497104575,1.2414202711079812e6,true
FIM,0.001,4,2153.337905295256,2716.692772821989,0.3975329519103821,-26.103713735193924,1.1901179000056277e6,true
FIM,0.001,5,3111.1800608309336,4402.974367455124,0.17251713910239105,-25.92995125102653,1.1542137071965924e6,true
FIM,0.001,6,2328.1937504518714,3445.1687312854597,0.3113867105772361,-25.826468730596975,1.126507631939679e6,true
FIM,0.001,7,2350.291341412002,3249.612177440344,0.3203816348545333,-25.73579165543333,1.1064105498450254e6,true
GIM,0.001,1,3000.0,3000.0,0.25,-26.82533205416198,1.4467799614785365e6,false
GIM,0.001,2,3000.0,3000.0,0.25,-26.477703345958304,1.3151702503271634e6,false
GIM,0.001,3,2044.0710210916411,2985.220892836412,0.3895283529021517,-26.2437497104575,1.2414202711079812e6,true
GIM,0.001,4,2661.273699130947,3928.464814357197,0.23699323509751075,-26.103713735193924,1.1901179000056277e6,true
GIM,0.001,5,3224.497651304618,4280.916178512003,0.14580785646076325,-25.92995125102653,1.1542137071965924e6,true
GIM,0.001,6,1632.7779222258625,2069.6896345843343,0.5399606025076177,-25.826468730596975,1.126507631939679e6,true
GIM,0.001,7,1935.5475999254068,2891.6074179030993,0.4142198174060628,-25.73579165543333,1.1064105498450254e6,true
