method,noise_abs,experiment,k1,k2,relative_error,logdet_fim,trace_inv_fim,converged
GIM,0.05,3,9999.986841934835,9999.999999999998,1.4999983552427558,-27.63006837051221,1.9990477046060408e6,true
GIM,0.05,4,9999.986841931608,9999.999999999998,1.4999983552423526,-27.62985469127569,1.998834247252705e6,true
GIM,0.05,5,9999.986841930197,9999.999999999998,1.499998355242176,-27.629645526603216,1.9986253467576525e6,true
GIM,0.05,6,9999.986841929029,9999.999999999998,1.4999983552420302,-27.6295024519739,1.9984824718739295e6,true
GIM,0.05,7,9999.999999999998,9999.999984941838,1.4999999981177294,-27.629396382446508,1.998376567606016e6,true
Random,0.1,1,9999.999999999985,2.3353408167321885e-12,1.274754878398194,-27.630952891929226,1.9999317783278823e6,true
Random,0.1,2,9999.999999999998,1.051487017072412e-12,1.2747548783981957,-27.63087340031869,1.9998522952590054e6,true
Random,0.1,3,118.37651661455003,9999.999999999998,1.263267104410838,-27.630819934228356,1.9997988384153338e6,true
Random,0.1,4,9999.999999999998,9999.993191495545,1.4999991489371842,-27.63080078489621,1.9997796930179708e6,true
Random,0.1,5,9999.999999999998,9999.993191481039,1.499999148935371,-27.630748440431596,1.999727361381784e6,true
Random,0.1,6,9999.999999999998,9999.99319147051,1.499999148934055,-27.630712631900977,1.9996915629832423e6,true
Random,0.1,7,9999.999990378989,9999.999999999998,1.4999999987973731,-27.63062209083574,1.9996010532927653e6,true
FIM,0.1,1,1.9616596652092668e-10,6312.684368964376,0.8167869403654667,-27.630930547578902,1.9999094357515448e6,true
FIM,0.1,2,695.633840201284,9999.99999999991,1.2108730801319278,-27.630851057620593,1.999829955986713e6,true
FIM,0.1,3,695.6338401943913,9999.999999999998,1.2108730801325291,-27.63078284515523,1.9997617573797798e6,true
FIM,0.1,4,9999.999999999998,9999.947858146314,1.4999934822824492,-27.630729383709998,1.999708309824258e6,true
FIM,0.1,5,9999.999999999998,9999.94785809407,1.4999934822759187,-27.630677042961533,1.9996559856182837e6,true
FIM,0.1,6,9999.999999999998,9999.947858061003,1.4999934822717855,-27.63064123681147,1.9996201919792928e6,true
FIM,0.1,7,9999.999999999998,9999.947857997864,1.4999934822638932,-27.630614688407178,1.999593653927927e6,true
GIM,0.1,1,3833.743468964243,2080.7722942604255,0.3405453448418449,-27.630930547578902,1.9999094357515448e6,true
GIM,0.1,2,2685.126432070813,9999.999999994583,1.0858305073130345,-27.630851057620593,1.999829955986713e6,true
GIM,0.1,3,9999.999999999998,9234.075952929157,1.407519439042398,-27.63078284515523,1.9997617573797798e6,true
GIM,0.1,4,9999.999999999998,9234.075952899997,1.4075194390390091,-27.630729383709998,1.999708309824258e6,true
GIM,0.1,5,9999.942826980503,9999.999999999998,1.4999928533895874,-27.630677042961533,1.9996559856182837e6,true
GIM,0.1,6,9999.999999999998,9999.99996820855,1.4999999960260686,-27.63064123681147,1.9996201919792928e6,true
GIM,0.1,7,9999.999999999998,9999.999968201537,1.4999999960251917,-27.630614688407178,1.999593653927927e6,true
Random,0.2,1,9999.999999999984,7.553943215235233e-12,1.274754878398193,-27.63101847493584,1.9999973590107786e6,true
Random,0.2,2,1.0e-12,6809.601940636565,0.8641083385640357,-27.631014818515546,1.9999937026068084e6,true
Random,0.2,3,9999.999999999998,6809.601940636276,1.1711888066301894,-27.63099494379887,1.9999738282117413e6,true
Random,0.2,4,9998.355649446425,9999.999999999998,1.4997944702654866,-27.63099015561405,1.9999690401590269e6,true
Random,0.2,5,9998.355649442647,9999.999999999998,1.4997944702650143,-27.630981201258955,1.999960086115237e6,true
Random,0.2,6,9999.999999999998,9999.995540103799,1.4999994425130783,-27.63096783304281,1.999946718517577e6,true
Random,0.2,7,9999.999999557007,9999.999999999998,1.4999999999446259,-27.63096119372566,1.9999400795735766e6,true
FIM,0.2,1,9999.999999999973,1.4365820042209394e-11,1.2747548783981908,-27.630998473072133,1.9999773573999288e6,true
FIM,0.2,2,1985.9196373656584,7722.246124517999,0.7481568167553208,-27.630978598671085,1.999957483636102e6,true
FIM,0.2,3,9999.99999999997,1.5183458105900718e-11,1.2747548783981903,-27.630961542955887,1.999940428787325e6,true
FIM,0.2,4,9999.999999999998,1.0e-12,1.2747548783981957,-27.63094817498974,1.9999270616896302e6,true
FIM,0.2,5,6188.661147334931,1.0e-12,0.8060365534874459,-27.63093508670017,1.9999139744344573e6,true
FIM,0.2,6,9999.999999999998,9626.756612910685,1.4540932524787367,-27.6309261328162,1.9999050213328474e6,true
FIM,0.2,7,9999.917033824833,9999.999999999998,1.4999896292639552,-27.630919493773384,1.9998983829374686e6,true
GIM,0.2,1,1.4871034335324347e-10,6312.736801061174,0.8167915797302095,-27.630998473072133,1.9999773573999288e6,true
GIM,0.2,2,9999.999999999915,1.0e-12,1.2747548783981835,-27.630978598671085,1.999957483636102e6,true
GIM,0.2,3,9999.999999999998,1.0e-12,1.2747548783981957,-27.630961542955887,1.999940428787325e6,true
GIM,0.2,4,9999.999999999998,1.0e-12,1.2747548783981957,-27.63094817498974,1.9999270616896302e6,true
GIM,0.2,5,285.130119642902,1.0e-12,0.9650171343683545,-27.63093508670017,1.9999139744344573e6,true
GIM,0.2,6,89.22060496356418,1.0e-12,0.9889103137519845,-27.6309261328162,1.9999050213328474e6,true
GIM,0.2,7,7354.044476810704,2.9308916578638383e-9,0.9227949114036821,-27.630919493773384,1.9998983829374686e6,true
